Index,smiles,logt,Unnamed: 3
TR221,Cc1ncc([N+](=O)[O-])n1CCOC(=O)CCCCC(=O)OCCn2c(C)ncc2[N+](=O)[O-],0.4744059836421437,
TR10,CC(C)OCCOC(=O)c1cccc(c1)-c1cc(ccc1CN)C(=O)Nc1ccncc1F,0.3877199407955062,
TR23,NCc1ccc(cc1-c1cccc(c1)C(=O)OCC1CCCCC1)C(=O)Nc1ccncc1,0.6237413423329459,
TR381,CC(C)(C)NCC(O)COC(=O)c1ccccc1,0.3772756612235385,
EX12,O=C(CCCCC1CCSS1)NCCOC(=O)Cc1ccc(O)c(O)c1,0.591869696750087,67.8
TR382,CC(C)(C)NCC(O)COC(=O)c1ccccc1F,0.2764382563675014,
TR85,CCOC(=O)C(C)NC(=O)C1CCn2c1ccc2C(=O)c1ccccc1,0.5804497961598468,
TR305,CCOC(=O)CNC(=O)OCN(c1ccc(cc1Oc2ccccc2)[N+](=O)[O-])S(=O)(=O)C,0.8144827222817049,
TR489,CCOC(=O)C1(NP(=O)(OC[C@H]2O[C@@H](c3cnc4c(N)ncnn34)[C@](C)(F)[C@@H]2O)Oc2ccccc2)CCC1,0.7844786438091214,
TR204,FC1=CN([C@H]2C[C@H](OC(=O)[C@@H]3CCCN3)[C@@H](COC(=O)[C@@H]4CCCN4)O2)C(=O)NC1=O,0.3877199407955062,
TR197,COC(=O)[C@@H]1CCCN1C(=O)OCOC(=O)c2ccccc2,0.3418580987154091,
TR353,CCCCCCCCCC(=O)OCC1=C(C)N=C(CO)C(C)=N1,0.6517044587722626,
TR94,CC(C)[C@H](N)C(=O)OCCOP(=O)(COCCn1cnc2c(N)ncnc12)OCCOC(=O)[C@@H](N)C(C)C,0.639937577306655,
TR269,COC(=O)[C@H](Cc1ccc(OC(=O)C)c(OC(=O)C)c1)NC(=O)C(=O)N[C@@H](Cc2ccc(OC(=O)C)c(OC(=O)C)c2)C(=O)OC,0.6088999846116281,
TR336,O=C(OC1=CC=C2OCOC2=C1)C3=CC(O)=C(O)C(O)=C3,0.6820990082524816,
TR341,CC(C)C1CCC(C)CC1OC(=O)C1=CC(O)=C(O)C(O)=C1,0.6647663893954973,
TE95,CC(C)(C)NCC(O)COC(=O)c1ccc(O)cc1,0.575771241669458,
TR29,CSc1nc(N(C(=O)OCCN2CCN(C)CC2)c2cccc(Br)c2)c2cnn(CC(C)c3ccccc3)c2n1,0.6799456347706399,
TR185,Cc1ncc(n1CCOC(=O)c1ccc(CN2CCOCC2)cc1)[N+]([O-])=O,0.15972292414071,
TE24,CCOC(=O)CNC(=O)C1CCn2c1ccc2C(=O)c1ccccc1,0.5453113001194643,
TR179,CN1CCN(Cc2ccc(cc2)C(=O)OCCn2c(C)ncc2[N+]([O-])=O)CC1,0.3105753026245446,
TR154,C[C@@]1(C[C@](C)(OC(=O)CNCCNCCC2CCCCC2)[C@@](C)(CO)O1)N1C=C(Br)C(=O)NC1=O,0.5615560937201386,
TR76,CC(=O)Oc1ccccc1C(=O)O[C@H]1CO[C@@H]2[C@@H](CO[C@H]12)OC(=O)c1ccccc1C,0.2211800438161219,
TR368,COC(=O)[C@H](Cc1ccc(O)c(O)c1)NC(=O)CCCC[C@@H]2CCSS2,0.6227145940173294,
TR93,CCC(C)[C@@H](C(OCCOP(COCCn(cn1)c2c1c(N)ncn2)(OCCOC([C@H](C(C)CC)N)=O)=O)=O)N,0.7082116698207411,
TR364,CC(C)Cc1ccc(cc1)[C@@H](C)C(=O)OCCn2ccnc2,0.4847666977414118,
TR69,CC(=O)Oc1ccccc1C(=O)O[C@H]1CO[C@@H]2[C@@H](CO[C@H]12)OC(=O)c1ccc(cc1)[N+]([O-])=O,0.2627554112573599,
TR327,CC[C@H](C)OC(=O)CC1=CC=C(NC(=O)C2=CC=CC(=C2)C2=C(CN)C=CC(=C2)C(=O)NC2=C(F)C=NC=C2)C=C1,0.4754023539065388,
TR345,ONC(=O)C(CC1=CC=CC=C1)NC(=O)OCC1=CC=CC=C1,0.7555938726766005,
TE66,Cc1ncc(n1CCOC(=O)CN1CCOCC1)[N+]([O-])=O,0.5704818002929911,
TR189,CCOC(=O)CN(C)C(=O)OCOC(=O)c1ccccc1,0.1618018524860194,
TR16,CCCCOC(=O)c1cccc(c1)-c1cc(ccc1CN)C(=O)Nc1ccncc1,0.497109583705464,
TE71,CCCCC(=O)OCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c3ccc(OC)cc13,0.6426982283896461,
TR258,CN(CC(=O)[O-])C(=O)[C@@H]([NH3+])CCC(=O)OCCN1C=C(C)C(=O)NC1=O,0.5833845972761853,
TR237,CCC(=O)OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)c(O)c3,0.5265243278680385,
TR232,CCN(CC)C(=O)C(CC1=CC=CC=C1)NC(=O)OCOC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl,0.5140392971824517,
TR89,CCOC(=O)C(Cc1ccccc1)NC(=O)C1CCn2c1ccc2C(=O)c1ccccc1,0.5143516994229881,
TE48,CN1CCN(Cc2cccc(c2)C(=O)OCCn2c(C)ncc2[N+]([O-])=O)CC1,0.1938599703977531,
TR118,C[C@H]1[C@@H]2[C@H](CCN2C(=O)OCc2ccccc2)N(C(=O)C2C(C)(C)C2(C)C)C1=O,0.8759589786502348,
TR471,COc1cc(/C=C/C(=O)OC[C@@H](C)CN(C)CCCCCOC(=O)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,0.480214653165945,
TE60,CC1=CN([C@@H]2O[C@H](COC(=O)CN3CCNCC3)C=C2)C(=O)NC1=O,0.4890851990166804,
TR34,CCC1(CC)N[C@@H](Cc2ccc(O)c(O)c2)C(=O)N1CC(=O)OC,0.5620883967531763,
TR239,CN(C)Cc1ccc(cc1)C(=O)OCCOCn2cnc3C(=O)NC(=Nc23)N,0.531246629962507,
EX19,COc(ccc1c2cc(C#N)ccc2)c3n1nc(C4(COC(C(C)C)=O)CC4)n3,0.5174135756224049,28.0
TR260,CCCC(=O)OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)c(O)c3,0.5856876680701485,
TR423,Oc1c(CN2CCCC2)cc(CC(=O)OCc3occc3)cc1CN4CCCC4,0.3140122008703532,
TR245,O=C(OCN(C(=O)c1ccccc1)c2ccccc2)c3ccccc3,0.5474428649362162,
TR406,CCC(=O)N(c1ccccc1)C2(CCN(CCC(=O)OCC(C)C)CC2)C(=O)OC,0.415040014213875,
TE121,COc1cc(/C=C/C(=O)OC[C@@H](C)CN(C)CCCOC(=O)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,0.5203679951075451,
TR311,FCC1(CC(=O)OOCC2=C(F)C=C(F)C=C2)CCOC(=O)O1,0.2368675625055316,
TR117,C[C@H]1[C@@H]2[C@H](CCN2C(=O)OCc2ccccc2)N(C1=O)c1ccc(cc1)[N+]([O-])=O,0.8921552138178039,
TR229,CCC(C(OCC1=CC=CC=C1)=O)C(CC2=CN=CN2C)COC(C3=CC=CC(Cl)=C3)=O,0.5078721712681064,
TR357,CC(C)Cc1ccc(cc1)[C@@H](C)C(=O)OCC(=O)N(C)C,0.2710046087625747,
TR293,CCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(=O)OCCl,0.7219880099112662,
TR394,CC(C)NCC(O)COc1ccc(CC(=O)O[C@@H]2CC3CCC2C3)cc1,0.5352328094975609,
TR145,C/C=C/C/C=C/C/C=C/CCCCCCCCC(OCC1OC(N2C=C(C(NC2=O)=O)C)C=C1)=O,0.5815799111932594,
TE19,CC(=O)Oc1ccccc1C(=O)O[C@H]1CO[C@@H]2[C@@H](CO[C@H]12)OC(=O)c1cccc(O)c1,0.2279970166547961,
TE92,CC(C)Cc1ccc(cc1)[C@H](C)C(=O)OCCn2ccnc2C,0.6498540037073454,
TE88,CCCCCCCCCC(=O)OCC1=NC(C)=C(COC(=O)CCCCCCCCC)N=C1C,0.7024030002969399,
TR444,CC(C)c1cccc2c1C(=O)N(COC(=O)c3c(Cl)ccc(OCCN4CCOCC4)c3Cl)S2(=O)=O,0.4890851990166804,
TR437,COc1cc(C(C)C)c2C(=O)N(COC3=C(Cc4ccccc4)C(=O)OC3)S(=O)(=O)c2c1,0.5787256612209407,
TR47,COc1ccc2cc(ccc2c1)[C@H](C)C(=O)OCc1ccc(OC(=O)OCCC(C)(C)C)cc1,0.6498540037073454,
TR262,OC(CC(C(OC[C@H]1O[C@H](C[C@@H]1OC(C(N)CC(O)=O)=O)N2C=C(F)C(NC2=O)=O)=O)N)=O,0.5883188922272429,
TR196,CCC(C(OCC1=CC=CC=C1)=O)C(CC2=CN=CN2C)COC(CCC)=O,0.3293622748759704,
EX26,COc1ccc(-c2ccc3c(c2)COC3=O)n2nc(C3(C(=O)OC4CCOCC4)CC3)nc12,0.4307275329032847,10.0
TE42,CCN(CC)Cc1ccc(cc1)C(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C,0.630283841634292,
TR108,CCOC(=O)\C=C\[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)C1=CCCN(C1)C(=O)OC(C)(C)C)C(C)C,0.6609402647230631,
TR412,C[C@@]12[C@](C(OC(C)C)=O)(OC(C(Cl)Cl)=O)CC[C@@]1([H])[C@]3([H])CCC4=CC(C=C[C@]4(C)[C@@]3([H])[C@@H](O)C2)=O,0.6302051203345327,
TR469,COc1cc(/C=C/C(=O)OCCCN(C)C[C@@H](C)COC(=O)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,0.5727093655363837,
TE77,CC(C)C[C@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)\C=C\c2ccccc2OCOC1=O,0.7091419811370635,
TE81,CC(O)(CCOC(O)=O)CC(=O)NCC1=C(F)C(F)=C(F)C(F)=C1F,0.4890851990166804,
TR303,CCOC(=O)C(N)CC1=CC=C(O)C(O)=C1,0.7964425690074205,
TR496,O=C(O[C@H]1C[C@H](n2cc(F)c(=O)[nH]c2=O)O[C@@H]1CO)c1ccc([N+](=O)[O-])cc1,0.8095769278480556,
TR350,CCCCCCCCCCCCCCCC(=O)OCC1=C(C)N=C(CO)C(C)=N1,0.6820990082524816,
TR150,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](COC(=O)C(N)Cc3ccccc3)O2)C(=O)NC1=O,0.4890851990166804,
TR125,COC(=O)N1[C@H]2CCN([C@@H]2[C@H](C)C1=O)C(=O)OCc1ccccc1,0.5662298371876421,
TE16,CC(=O)Oc1ccccc1C(=O)O[C@H]1CO[C@@H]2[C@@H](CO[C@H]12)OC(=O)c1ccccc1OC(=O)c1ccccc1,0.3602570871826198,
TE89,CCN(CC)C(=O)COC(=O)[C@H](C)c1ccc(c(F)c1)c2ccccc2,0.2710046087625747,
TR186,CCN(CC)Cc1cccc(c1)C(=O)OCn1cnc2N(C)C(=O)N(C)C(=O)c12,0.15972292414071,
TR383,CC(C)(C)NCC(O)COC(=O)c1ccccc1Cl,0.3877199407955062,
TE10,CC(C)(C)C(=O)OC1=COC(CSc2nc3ccccc3s2)=CC1=O,0.4372070610581665,
EX17,COc1ccc(-c2cccc3c2COC3=O)n2nc(C3CC3)nc12,0.4648645791711221,15.0
TE101,CCC(=O)N(c1ccccc1)C2(CCN(CCC(=O)OCC(C)(C)C)CC2)C(=O)OC,0.5908703697591945,
TR143,CCCCCCCCCCCCCCCC(=O)OCC1OC(C=C1)N1C=C(C)C(=O)NC1=O,0.6982952434200508,
TR142,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(Cc3cc4ccccc4nc13)C2=O,0.4356333271430742,
TR358,CCN(CC)C(=O)COC(=O)[C@@H](C)c1ccc(c(F)c1)c2ccccc2,0.3173142834646681,
TR20,COC(=O)c1cccc(c1)-c1cc(ccc1CN)C(=O)Nc1ccncc1F,0.5883188922272429,
TR173,CCN(CC)CCN(CC)Cc1cccc(c1)C(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C,0.4119405606518588,
TR13,NCc1ccc(cc1-c1cccc(c1)C(=O)OCC1CCCC1)C(=O)Nc1ccncc1F,0.4754023539065388,
TR26,CN(N=Nc1ccc(cc1)C(C)=O)C(=O)[C@H](Cc1ccc(O)cc1)NC(=O)OC(C)(C)C,0.7714751301739264,
TE40,CC(=O)Nc1ccc(OC(=O)Nc2cc(ccc2O)C(=O)c2ccccc2)cc1,0.4323947619926203,
TR170,CCN(CC)CCN(CC)Cc1cccc(c1)C(=O)Oc1ccc(NC(C)=O)cc1,0.4648645791603278,
TR426,Oc1c(CN2CCCC2)cc(CC(=O)OCCOc3ccccc3)cc1CN4CCCC4,0.3140122008703532,
TR365,C[C@@H](C(=O)OCCn1ccnc1C)c2ccc(c(F)c2)c3ccccc3,0.5431243638548076,
TR299,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)\C=C\c2ccccc2OCOC1=O,0.7573516049053963,
TR389,CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O,0.5114974492568096,
TR273,CCOC(=O)[C@@H](N)Cc1ccc(O)c(O)c1,0.6245875033010378,
TR155,C[C@]1(O)C[C@@](C)(O[C@]1(C)COC(=O)CNCCNCCC1CCCCC1)N1C=C(Br)C(=O)NC1=O,0.513410993335053,
TR127,CCC[C@@H]1O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)S[C@@H]1CCOC1=O,0.372369866789889,
TR421,CC(C)COC(=O)CCCc1cc(CN2CCCC2)c(O)c(CN3CCCC3)c1,0.2935243157781552,
TR288,CC1=CN([C@@H]2O[C@H](COC(=O)CN3CCN(CC3)c4cc5N(C=C(C(=O)O)C(=O)c5cc4F)C6CC6)C=C2)C(=O)NC1=O,0.6982952434200508,
TR114,CC[C@H](N1C=CC=C(NC(=O)c2cc(C)on2)C1=O)C(=O)N[C@@H](C[C@@H]1CCNC1=O)\C=C\C(=O)OCc1ccccc1,0.6587245495580809,
TR334,CC(C)OC(=O)CC1=CC=C(NC(=O)C2=CC=CC(=C2)C2=C(CN)C=CC(=C2)C(=O)NC2=C(F)C=NC=C2)C=C1,0.6193780698729537,
TR174,CCN(CC)Cc1cccc(c1)C(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)[N+]([O-])=O,0.4119405606518588,
TR58,COC(=O)\C=C\[C@H](CC(C)C)NC(=O)CC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)C(=O)NC(=O)[C@@H](N)CO)C(N)=O,0.6119872160779506,
TR449,CCc1c2CN3C(=O)C4=C(C=C3c2nc5ccc(O)cc15)[C@@](O)(CC)C(=O)OC4,0.5286558926847903,
TR223,CCC(C(OCC1=CC=C(C=C1)Cl)=O)C(CC2=CN=CN2C)COC(C3=CC=CC=C3)=O,0.4754023539065388,
TR281,COC(=O)C(N)CC1=CC=CC=C1,0.6466765581467786,
TR18,NCc1ccc(cc1-c1cccc(c1)C(=O)OCC1CCCC1)C(=O)Nc1ccncc1,0.5259828963567146,
TE100,CCC(C)OC(=O)CCN1CCC(CC1)(N(C(=O)CC)c2ccccc2)C(=O)OC,0.6025825986096675,
TR323,NCC1=C(C=C(C=C1)C(=O)NC1=C(F)C=NC=C1)C1=CC(=CC=C1)C(=O)NC1=CC=C(CC(=O)OC2CCCC2)C=C1,0.4006982435231307,
TR256,CCCN(Cc1ccc(C(OCCOCn2c3c(C(NC(N)=C3)=O)nc2)=O)cc1)CCC,0.5772614101118506,
TR501,CC[C@@H](C)OC(=O)[C@H](C)N[P@@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)C(Cl)(Cl)[C@@H]1O)Oc1ccccc1,0.4387519175920682,
TE125,O=C(O[C@H]1C[C@H](n2cc(F)c(=O)[nH]c2=O)O[C@@H]1CO)c1cncc(C(=O)O[C@H]2C[C@H](n3cc(F)c(=O)[nH]c3=O)O[C@@H]2CO)c1,0.7203842982657915,
TE118,CC(C)c1cc(cc2c1C(=O)N(COC(=O)c3c(Cl)cccc3Cl)S2(=O)=O)N4CCN(C)CC4,0.6326118879898214,
TE73,COC1=CC=C(CCOC(=O)C(N)CC2=CC=C(O)C(O)=C2)C=C1,0.6692623243042919,
TR95,CC(=O)Oc1ccccc1C(=O)OCC(=O)N(CCO[N+]([O-])=O)CC[N+]([O-])=O,0.3891115810711039,
TR181,CN1CCN(Cc2cccc(c2)C(=O)OCN2C(O)Oc3ccc(Cl)cc23)CC1,0.2909067273436587,
TR302,CC(OC(C(CC1=CC=C(O)C=C1)N)=O)C,0.7795476384679015,
TR454,CC(C)c1cccc2c1C(=O)N(COC(=O)c3c(Cl)cccc3Cl)S2(=O)=O,0.5232222452737235,
TR405,CCCCOC(=O)CCN1CCC(CC1)(N(C(=O)CC)c2ccccc2)C(=O)OC,0.4307275329032847,
TE86,O=C(NC(CC1=CC=CC=C1)C(=O)NNC(=O)C1=CC=CC=C1)OCC1=CC=CC=C1,0.7745937206229204,
TR384,CC(C)(C)NCC(O)COC(=O)c1ccc(F)cc1,0.4424944143688922,
TR6,C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(S[C@@H]3CN[C@@H](C3)C(=O)N(C)C)=C(N2C1=O)C(=O)OCOC(=O)OC1Cc2ccccc2C1,0.3596717386336019,
TR46,CC(C)Cc1ccc(cc1)C(C)C(=O)OCc1ccc(OC(=O)OCCC(C)(C)C)cc1,0.6846123983099092,
TR362,CC(=O)Oc1ccc(CCNC(=O)CCCC[C@@H]2CCSS2)cc1OC(=O)C,0.433216156961774,
TR478,C/C(=C\CCP(=O)(OCOC(=O)C(C)(C)C)OCOC(=O)C(C)(C)C)CO,0.416048317528748,
TR468,COc1cc(/C=C/C(=O)OC[C@H](C)CN(C)CCCOC(=O)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,0.6378060124899031,
EX5,O=C(CCCc1cn(CCOCCOCCOc2cc(O)c(C(=O)CCc3ccc(O)cc3)c(O)c2)nn1)OCn1cc(F)c(=O)[nH]c1=O,0.6894246975985747,216.0
TE96,CC(C)NCC(O)COc1ccc(CC(=O)OCC(=O)OC2CCCCC2)cc1,0.3634993211330135,
TR284,CCOC(=O)CN(COC(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl)C(=O)c3ccccc3,0.6652040779068227,
TR446,COc1cc(C(C)C)c2C(=O)N(COC(=O)c3c(Cl)ccc(c3Cl)S(=O)(=O)N4CCN(C)CC4)S(=O)(=O)c2c1,0.6157169574503024,
TR286,C[C@H](NC(=O)[C@H](N)CC(=O)OCc1ccccc1)C(=O)O,0.6874528904278485,
TR371,CN1CCC23C4OC5=C2C(CC1C3C=CC4O)=CC=C5OC(=O)C(C)(C1=CC=CC=C1)C1=CC=CC=C1,0.9212319714579686,
TR27,CC(C)(C)C(=O)OC1=CN(C(CSc2nc3cc(ccc3o2)C(O)=O)=CC1=O)c1ccccc1,0.530991114379404,
TE12,COc1cc(NC(C)CCCNC(=O)Oc2ccccc2)c2ncccc2c1,0.6898135773743137,
TR264,COc1ccc2cc(ccc2c1)[C@H](C)C(=O)OCN(C)C(=O)c3ccccc3,0.5969299851988765,
TR51,CCOC(=O)c1ccc(cc1)N=NN(C)C(=O)[C@H](C)NC(C)=O,0.7100621248856583,
TR230,CCN(Cc1ccc(C(OCCOCn2c3c(C(NC(N)=C3)=O)nc2)=O)cc1)CC,0.5078721712681064,
TR38,CCCCOc1nc2N(Cc3ccc(CC(=O)OC)cc3)C(=O)Nc2c(N)n1,0.4967260189592739,
TR158,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C1CC[C@]2(O)C(=O)COC(=O)c1ccc(CN2CCOCC2)cc1,0.6175674125152195,
TR238,CC(C)CC(=O)Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36O,0.5297017734286052,
TE126,CC[C@H](C)OC(=O)[C@H](C)N[P@@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)C(Cl)(Cl)[C@@H]1O)Oc1ccccc1,0.4387519175920682,
TE49,CCCCCC(OCC(CC1=CN=CN1C)C(CC)C(OCC2=CC=CC=C2)=O)=O,0.3535828945384631,
TR427,Oc1c(CN2CCCC2)cc(CC(=O)OCC3CCCCO3)cc1CN4CCCC4,0.3373866595647539,
TR195,CCCCN(CCCC)Cc1cccc(c1)C(=O)OCCOCn2cnc3C(=O)NC(=Nc23)N,0.3069921100845349,
TE51,CCOC(=O)CNC(=O)OCOC(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl,0.357087119770411,
TR399,CSC[C@H](OC(=O)[C@H](C)CS)C(=O)O,0.4590559096365265,
EX4,O=C(CCCCCN1C(=O)CC(SCCOCCOCCOc2cc(O)c(C(=O)CCc3ccc(O)cc3)c(O)c2)C1=O)OCn1cc(F)c(=O)[nH]c1=O,0.5627929390146448,48.0
TE124,CCOC(=O)C(C)(C)NP(=O)(OC[C@H]1O[C@@H](c2cnc3c(N)ncnn23)[C@](C)(F)[C@@H]1O)Oc1ccccc1,0.7532525449744992,
TR68,CCOc1cc(OCC)cc(c1)C(=O)O[C@@H]1CO[C@@H]2[C@H](CO[C@H]12)OC(=O)c1ccccc1OC(C)=O,0.2815423835087857,
TE38,C[C@@H](NC1=Nc2ccc(NC(=O)OC(C)(C)C)c(C)c2C(=O)O1)c1ccccc1,0.5232222452737235,
TR169,CN1CCN(Cc2cccc(c2)C(=O)OCC(=O)[C@@]2(O)CCC3C4CCC5=CC(=O)CCC5(C)C4C(O)CC23C)CC1,0.4648645791603278,
TE39,COc1ccccc1OCC(O)CNC(=O)Oc1ccc(NC(C)=O)cc1,0.5801648811306531,
TR163,C[C@H]1CC2C3CC[C@](O)(C(=O)COC(=O)c4cccc(CN5CCN(C)CC5)c4)C3(C)CC(O)C2C2(C)C=CC(=O)C=C12,0.5203679951075451,
TR310,CCOC(=O)CN(C)C(=O)OCN(c1ccc(cc1Oc2ccccc2)[N+](=O)[O-])S(=O)(=O)C,0.9095271558127636,
TR194,CCOC(=O)CNC(=O)OCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,0.2780022451357418,
TR425,Oc1c(CN2CCCC2)cc(CC(=O)OCc3c(F)c(F)c(F)c(F)c3F)cc1CN4CCCC4,0.4387519175920682,
TR366,COC(=O)[C@H](Cc1ccc(OC(=O)C)c(OC(=O)C)c1)NC(=O)CCCC[C@@H]2CCSS2,0.5708173238244769,
TR441,CC(C)[C@H](NC(=O)c1ccc(cc1)C(=O)N2CCOCC2)C(=O)N3CCC[C@H]3C(=O)N\C(=C(/OC(=O)C)\C(F)(F)C(F)(F)F)\C(C)C,0.5474428649362162,
TR153,CCNCCNCC(=O)O[C@@]1(C)C[C@@](C)(O[C@]1(C)CO)N1C=C(Br)C(=O)NC1=O,0.5945582139208839,
TR457,CCN1C=CCC(=C1)C(=O)OCCN(CCCl)CCCl,0.5431243638548076,
TR413,C[C@@]12[C@](C(OCCl)=O)(OC(C(Cl)Cl)=O)CC[C@@]1([H])[C@]3([H])CCC4=CC(C=C[C@]4(C)[C@@]3([H])[C@@H](O)C2)=O,0.4432233567427234,
TR227,CCC(C(OCC1=CC=C(C=C1)C)=O)C(CC2=CN=CN2C)COC(C)=O,0.5044352730222976,
TE31,CCN(CCO[N+]([O-])=O)C(=O)COC(=O)c1ccccc1OC(C)=O,0.2368675625055316,
TE22,CCOC(=O)C(NC(=O)C1CCn2c1ccc2C(=O)c1ccccc1)C(C)C,0.5453113001194643,
TR104,CC(=O)OC12COC1CC(O)C1(C)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(OC(=O)CC(O)C([O-])=O)C(NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C(C(O)C1=O)C2(C)C,0.6740746235636982,
TR481,CC(C)[C@@H]1NC(=O)C/C=C/c2cc3cc(ccc3cn2)[C@@H](C)OC(=O)[C@@H]2CCCN(N2)C(=O)[C@H](C)NC1=O,0.769480734274849,
TR75,COc1cccc(c1)C(=O)O[C@@H]1CO[C@@H]2[C@H](CO[C@H]12)OC(=O)c1ccccc1OC(C)=O,0.22318471758925,
TR116,C[C@H]1[C@@H]2[C@H](CCN2C(=O)OCc2ccccc2)N(C1=O)c1nccs1,0.9001795985065875,
EX3,CCC(=O)N[C@H]1Cc2cccc(C(=O)OCOC(=O)C(CC)CC)c2OB1O,0.4364238711755136,10.7
TR120,C[C@H]1[C@@H](C)[C@H]1C(=O)N1[C@H]2CCN([C@@H]2[C@H](C)C1=O)C(=O)OCc1ccccc1,0.7737389689441002,
TE87,CCCCCCCCCCCC(=O)OCC1=NC(C)=C(COC(=O)CCCCCCCCCCC)N=C1C,0.7555938726766005,
TR504,CC(C)OC(=O)[C@H](C)N[P@@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)C(Cl)(Cl)[C@@H]1O)Oc1cccc(C2(C)CC2)c1,0.4119405606518588,
TR208,NC1=Nc2c(ncn2COCCOC(=O)c3cccc(CN4CCCCC4)c3)C(=O)N1,0.4170446879870031,
TR408,CCC(C)COC(=O)CCN1CCC(CC1)(N(C(=O)CC)c2ccccc2)C(=O)OC,0.4460776069089019,
TR434,[H]C(C)(C)C(=O)OC1=CC=C2C[C@@]3([H])N(CC4([H])CC4)CC[C@]45C2=C1O[C@@]4([H])[C@]1(CC[C@@]35C[C@]1([H])[C@](C)(O)C(C)(C)C)OC,0.7063196281088343,
TR418,CCCCOC(=O)CCc1cc(CN2CCCC2)c(O)c(CN3CCCC3)c1,0.4974914089461396,
TR497,CC(=O)Oc1ccccc1C(=O)O[C@H]1C[C@H](n2cc(F)c(=O)[nH]c2=O)O[C@@H]1CO,0.8410530474987797,
TR9,C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(S[C@@H]3CN[C@@H](C3)C(=O)N(C)C)=C(N2C1=O)C(=O)OCOC(=O)O[C@H]1CCCCc2ccccc12,0.5554672496249997,
TR466,COc1cc(/C=C/C(=O)OCCCN(C)CCCCCCOC(=O)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,0.5453113001194643,
TR37,COc1cc(OC)c2C(=O)C(OC(=O)Cc3ccc(cc3)-c3ccccc3)=C(Oc2c1)c1ccc(OC)c(OC)c1,0.4882390378547285,
TR140,CCc1c2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)c2nc2ccc(O)cc12,0.5344996351605761,
TR254,CCCSc1cc2nc(NC(OC)=O)n(COC(c3ccc(N)cc3)=O)c2cc1,0.5753945416986798,
TR304,COC(=O)C(N)CC1=CC=C(O)C(O)=C1,0.7996605014473651,
TE18,CC(=O)Oc1ccccc1C(=O)O[C@H]1CO[C@@H]2[C@@H](CO[C@H]12)OC(=O)c1cnccc1Cl,0.2922256939751336,
TR480,CO[C@@H]1/C=C/c2cc3cc(ccc3cn2)[C@@H](C)OC(=O)[C@@H]2CCCN(N2)C(=O)[C@H](C)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]1C,0.7942268538424383,
TR369,CN1CCC23C4OC5=C2C(CC1C3C=CC4O)=CC=C5OC(=O)C(C)(C)C,0.7597523630954627,
